,id,amd,intel,radius,cos_sin_sqrt,ydl,pred,radius_pred
4196,4616,219,69,0.27,-0.3561041125221353,False,False,0.13481604563404662
4198,3280,161,472,0.3,-0.10339628772456134,False,False,0.18866971378920588
4199,3186,157,345,0.14,-0.06932779351419985,False,False,0.14958165295577333
4200,3953,188,370,0.15,-0.2534964211725117,False,False,0.21750894938146437
4201,2768,142,322,0.33,,False,False,0.2568885148248758
4202,4223,202,522,0.64,1.0471313246143485,True,True,0.7669373330722009
4203,2106,118,273,0.62,,True,True,0.8137223789332368
4205,2761,141,524,0.34,,False,True,0.8697029867777104
4206,4688,223,61,0.2,,False,False,0.2510332669421938
4207,1387,90,270,0.62,1.225257770720877,True,True,0.8086858596802635
4209,5446,254,314,0.25,0.5422749207068653,False,False,0.1535888273311839
4210,1279,86,106,0.62,,True,True,0.7720766787605289
4211,5903,272,16,0.23,0.10015572198713586,False,False,0.1556367176084128
4212,1555,97,343,0.1,,False,False,0.24615337872837473
4214,3190,157,195,0.1,-0.07530160007859513,False,False,0.1321008576120706
4215,4566,216,495,0.11,0.6580980348863739,False,False,0.2259724605577063
4216,4802,227,481,0.36,,False,False,0.21408951863433553
4217,5647,261,74,0.15,,False,True,0.8541269207175396
4218,3594,173,450,0.38,,False,False,0.22688423765443388
4220,513,55,80,0.26,,False,False,0.17613131309503183
4221,4177,200,66,0.24,,False,False,0.19405877113964842
4222,1308,87,271,0.81,,True,True,0.7705442854697055
4223,914,73,560,0.4,-0.10137074643853006,False,False,0.1699447126261938
4224,3452,168,113,0.24,,False,False,0.2366387972484677
4225,3695,177,425,0.38,0.4337583859365587,False,False,0.23395934709655936
4226,4242,202,288,0.13,0.9279819287577042,False,False,0.15419514341147914
4227,3156,156,272,0.34,,False,True,0.7746581774727539
4228,2198,121,190,0.2,1.0308247753902353,False,False,0.21225042459802998
4229,774,67,90,0.22,,False,False,0.14763372649609027
4230,4425,210,50,0.29,0.5598347513710467,False,False,0.2244777627670145
4231,943,74,505,0.34,,False,False,0.18519174808507383
4232,822,69,540,0.18,-0.10414663651772421,False,False,0.22722411104816004
4235,4547,215,155,0.16,0.6883280793919986,False,False,0.24413787692942257
4236,3983,190,103,0.11,0.46327164917654673,False,False,0.2693984633315788
4237,2538,133,30,0.32,0.8789953539632588,False,False,0.2414280466705204
4238,5746,265,181,0.36,0.9974555692587685,False,False,0.2540391462397701
4239,1311,87,65,0.38,,False,False,0.2659596554545261
4240,5470,255,139,0.36,-0.23292499641877873,False,False,0.2433439918646531
4241,5013,235,430,0.2,,False,False,0.24000451121725366
4242,5588,260,418,0.2,,False,False,0.1356385798069185
4243,3300,162,312,0.27,,False,False,0.20252018197537605
4244,3310,162,339,0.4,,False,False,0.1737555206891091
4246,2490,132,79,0.83,,True,True,0.8578407014384598
4247,5641,261,200,0.34,-0.12063908003384044,False,False,0.19829753666857242
4248,4408,209,47,0.19,0.0640470949048444,False,False,0.21192353473542322
4249,832,69,155,0.76,,True,True,0.8543082755742777
4250,3079,153,519,0.64,0.04145758084271591,True,True,0.7668134414856524
4251,3462,168,472,0.27,,False,False,0.22757367527953348
4252,5270,248,547,0.67,0.1954910639843803,True,True,0.7748352885703615
4253,54,29,482,0.33,,False,False,0.23971234151831936
4254,4064,193,330,0.33,,False,False,0.2659887503220799
4255,3451,168,518,0.69,,True,True,0.8257518178437802
4256,1901,110,478,0.26,-0.040638588442854555,False,False,0.2521461554958442
4257,1481,94,60,0.78,,True,True,0.7935294917779655
4258,4150,199,67,0.33,,False,False,0.18191076489561964
4259,3335,163,356,0.79,,True,True,0.7689213785517044
4260,946,74,164,0.23,,False,False,0.17829278698086706
4261,3293,162,126,0.33,,False,False,0.23891050691865828
4263,5557,258,44,0.25,0.4458866797146036,False,False,0.22379633874616967
4264,3057,152,435,0.17,0.9534853847906374,False,False,0.15012200790913832
4265,768,67,116,0.31,,False,False,0.1799540035788486
4267,3495,169,269,0.6,,True,True,0.8687189435362697
4268,285,46,208,0.16,1.1740253650891246,False,False,0.20265154248652084
4270,4524,214,320,0.4,0.4088058802656276,False,False,0.20266382655156653
4271,5351,250,252,0.38,,False,False,0.13898836787414517
4272,2332,126,463,0.32,,False,False,0.2044442533814678
4273,2717,140,338,0.36,1.098319926548796,False,False,0.1946741983932953
4274,2079,117,479,0.21,,False,False,0.15482245947143564
4275,3389,165,82,0.69,1.392445668646014,True,True,0.8445848963251406
4276,722,66,267,0.71,,True,True,0.8431572016157783
4277,951,74,494,0.18,,False,False,0.20320410061706545
4278,5239,246,233,0.37,1.0597479271929955,False,False,0.2447818416281438
4279,2262,123,72,0.69,,True,True,0.8442434143382764
4280,989,75,316,0.71,,True,True,0.7989730535668269
4281,3212,158,521,0.79,1.0288310143641517,True,True,0.8146641181495771
4282,1759,105,322,0.19,,False,False,0.15216551366040706
4283,4935,233,143,0.27,0.37196783693828417,False,False,0.2250736770820702
4284,4422,210,419,0.2,0.12884692024833874,False,False,0.2585237529844029
4285,1724,104,296,0.15,-0.21561625046530117,False,False,0.15048113840663682
4287,3701,177,397,0.14,0.9919278518315338,False,False,0.23401457498945677
4288,4243,202,165,0.34,0.693745529630932,False,False,0.15959801946855856
4289,688,64,350,0.34,0.7339436772791575,False,False,0.2696572071583079
4290,3432,167,440,0.32,-0.3392180346156566,False,False,0.1652517265701911
4291,966,75,104,0.36,,False,False,0.1749930030239165
4292,5687,263,92,0.19,,False,False,0.13804082547687294
4293,2203,121,445,0.32,1.2014529872267647,False,False,0.17631762064895468
4294,2713,140,494,0.15,0.5020287068331869,False,False,0.22670002038326545
4295,4757,225,486,0.31,,False,False,0.2208663047404591
4296,5297,248,167,0.14,,False,False,0.24387719683952744
4297,5506,256,243,0.21,,False,False,0.25591368174911067
4298,3572,173,311,0.65,,True,True,0.7435412105781376
4299,4805,228,86,0.81,0.7464047894325666,True,True,0.8473971320955894
4300,1990,113,330,0.18,,False,False,0.16170343274580323
4301,4120,197,343,0.28,,False,False,0.14716221222173068
4302,4759,225,421,0.36,-0.24529086141076295,False,False,0.14880040317638143
4303,4930,233,231,0.13,0.3835903325247198,False,False,0.25535930913915805
4304,5713,264,82,0.37,0.10892981670560589,False,True,0.7890604708603622
4305,5706,264,234,0.4,0.04169210764587496,False,False,0.14556951876658572
4306,3600,174,290,0.8,,True,True,0.8297765923059274
4307,5492,256,286,0.31,,False,False,0.14066753786619074
4308,5996,281,291,0.37,,False,False,0.197868309251786
4310,385,50,530,0.21,,False,False,0.14605158031940776
4311,5245,247,87,0.74,1.1337990765726846,True,True,0.8432955034567158
4312,5494,256,452,0.22,,False,False,0.13422428568552328
4313,536,57,562,0.4,,False,False,0.17556790743844713
4315,4212,201,288,0.35,-0.04178876924766176,False,False,0.22440299988745183
4316,3507,170,425,0.21,,False,False,0.20490835503243415
4317,201,43,472,0.11,,False,False,0.16582262289808447
4318,1332,88,200,0.38,0.025589471429976494,False,False,0.19815669748010745
4319,3502,169,561,0.22,,False,False,0.13808659085559502
4320,2708,140,191,0.23,0.4117546438944823,False,False,0.21909985500230583
4321,4662,221,517,0.29,0.730256019392951,False,True,0.8161807518614747
4322,4021,191,502,0.18,0.7008980464719251,False,False,0.17170110988138162
4323,1854,109,568,0.2,0.07165613772481948,False,False,0.13282457929998467
4324,5378,251,388,0.14,,False,False,0.18210455346270388
4325,2872,145,446,0.23,0.5655880070472722,False,False,0.13398980206404235
4326,3030,151,206,0.39,0.13192819350732335,False,False,0.2080966245022547
4327,1205,83,283,0.7,1.347247787678948,True,True,0.8569829576676693
4328,1645,101,285,0.9,,True,True,0.7854081390986636
4330,3476,169,278,0.35,,False,True,0.7323002922871023
4331,2861,145,353,0.22,0.4397462771078393,False,False,0.17911792703183646
4332,1792,106,142,0.1,,False,False,0.2319770116318698
4333,3797,181,569,0.21,,False,False,0.1656655828269124
4334,3368,164,308,0.17,0.7495360949175841,False,False,0.1776658537365457
4335,3367,164,300,0.4,0.45028046831401286,False,True,0.8623693993421322
4336,3533,171,530,0.61,0.6004902311180165,True,True,0.8020422475849205
4338,3449,168,83,0.26,,False,True,0.7676473600086505
4339,603,61,37,0.83,,True,True,0.7358233734549157
4340,3056,152,495,0.3,0.9926440316154387,False,False,0.2096047109111605
4341,5229,246,428,0.2,1.017819399339383,False,False,0.22950313605943726
4342,126,37,505,0.31,,False,False,0.18093556000897845
4343,3876,185,294,0.12,0.2695527278634633,False,True,0.8676138803141745
4344,2935,148,72,0.3,,False,True,0.8699916390743523
4345,4451,211,35,0.27,,False,False,0.1763664862639975
4346,3531,171,297,0.87,0.9042729433607525,True,True,0.8399154446336173
4347,2730,141,301,0.39,0.3965887917302271,False,False,0.24685918773844703
4348,827,69,80,0.13,,False,False,0.13602745988587187
4349,1639,100,52,0.84,,True,True,0.7774128860679728
4350,984,75,142,0.62,,True,True,0.7421655804197931
4351,3281,161,88,0.69,-0.38277389756288427,True,True,0.8289998941709638
4353,2188,121,520,0.79,1.030853884412263,True,True,0.7767589328185034
4354,5543,258,88,0.62,0.44581071055142363,True,True,0.8407901490399213
4355,2443,130,180,0.34,,False,False,0.22751109193187366
4356,362,49,305,0.38,,False,False,0.15703140242440383
4357,2349,127,548,0.38,1.056122782479844,False,False,0.264700027189997
4358,345,49,207,0.3,,False,False,0.24855554500701837
4359,814,69,454,0.22,,False,False,0.25054307883062277
4360,4807,228,84,0.87,0.5261158704990041,True,True,0.8627630548010682
4361,3205,158,203,0.13,0.5259377871008268,False,False,0.13708701418379046
4363,5771,266,499,0.11,,False,False,0.22367196120226776
4364,3325,162,112,0.36,,False,False,0.24163430611127995
4365,4106,196,85,0.88,,True,True,0.7514415564734478
4366,2116,118,343,0.11,,False,False,0.14390703380235112
4367,1834,108,572,0.18,1.2776836501188988,False,False,0.14333654452865868
4368,793,68,490,0.29,-0.28132923688583983,False,False,0.15114407694218912
4372,4225,202,410,0.21,0.71415237330669,False,False,0.24930268017266266
4373,3756,179,520,0.72,0.026185275806184915,True,True,0.8318081624997646
4374,2891,146,492,0.22,0.8109296369901607,False,False,0.15627763317382046
4375,2371,127,19,0.21,1.362145642087683,False,False,0.269472393236728
4376,4981,235,575,0.15,,False,False,0.23763262651084072
4377,5330,250,311,0.1,,False,False,0.19790712036914582
4378,3228,159,257,0.38,1.2459977348094524,False,False,0.25895320071937944
4379,5362,250,320,0.19,,False,False,0.24384772725198972
4380,2853,145,132,0.23,0.5664035144106162,False,False,0.25846723639499725
4381,2912,147,526,0.68,0.38227796404545356,True,True,0.7632341918905541
4382,1865,109,317,0.17,,False,False,0.18361975419955656
4383,4612,218,426,0.4,,False,False,0.24325442653467166
4384,1857,109,323,0.26,,False,False,0.25177922900517147
4385,2645,138,396,0.69,-0.19871744708946082,True,True,0.7415051004831763
4386,2243,122,414,0.3,0.5619797078727915,False,False,0.2566721807123099
4387,2336,126,463,0.28,,False,False,0.2692239014843386
4388,950,74,400,0.17,,False,False,0.19590418178024788
4389,3068,152,513,0.63,0.5343752219955517,True,True,0.7326069805796204
4390,1120,80,565,0.25,,False,False,0.2582837719822807
4392,2204,121,422,0.33,1.2300275607440287,False,False,0.21625803123136575
4393,419,51,237,0.15,0.46489433828788035,False,False,0.2474391758110781
4394,922,73,325,0.78,,True,True,0.7576904913554976
4395,1254,84,360,0.69,0.4915652771934768,True,True,0.8415712643145562
4396,477,54,520,0.14,,False,False,0.2307675818455237
4397,2035,115,318,0.19,0.4011595665015942,False,False,0.24507417412955537
4398,1202,82,287,0.22,,False,True,0.7813651715031569
4399,2626,137,219,0.2,,False,False,0.19291373031488693
4400,5796,267,133,0.33,0.02575426052969533,False,False,0.16963356925739953
4401,1970,112,96,0.65,,True,True,0.8485875139813027
4402,3110,154,531,0.83,,True,True,0.7428110530472325
4403,4018,191,404,0.33,0.32272747213963376,False,False,0.25237362862198887
4404,2151,119,182,0.31,-0.28915406106048835,False,False,0.2676561733386933
4405,3687,177,530,0.67,0.4636145126877895,True,True,0.7481595683429992
4407,1997,113,75,0.3,-0.08824680883894118,False,False,0.24634745683256087
4408,4033,192,499,0.39,,False,False,0.22216814671819796
4409,5907,273,295,0.1,0.35234980161468926,False,False,0.20200979321956927
4410,3054,152,250,0.15,1.011397740692713,False,False,0.22151491001137413
4411,1248,84,487,0.33,,False,False,0.19390062263906196
4412,2192,121,319,0.28,1.0602548571345702,False,False,0.13383002826550608
4413,2712,140,224,0.33,0.6168934919934179,False,False,0.21438073239350242
4414,992,75,330,0.82,,True,True,0.8462192163158255
4415,2190,121,556,0.29,0.026993868390833564,False,False,0.1645848122234988
4416,4670,222,576,0.19,0.5531166493169434,False,False,0.13939341552100884
4417,3762,180,83,0.78,,True,True,0.781246868042216
4418,3597,173,340,0.38,-0.15617884880015692,False,True,0.8276904210330166
4419,4711,224,544,0.37,,False,False,0.2222847672976035
4420,1318,87,430,0.13,,False,False,0.18693600015290493
4421,1863,109,325,0.13,0.6647908244830752,False,False,0.17408025292549145
4422,2343,127,92,0.9,0.5722716114837986,True,True,0.811475469771589
4423,2449,130,77,0.8,,True,True,0.8014776440302439
4424,2136,118,136,0.17,,False,False,0.13613406988789598
4425,1065,78,468,0.36,,False,False,0.1508247050300614
4426,5975,280,60,0.15,,False,False,0.23855664508503716
4428,2621,137,302,0.16,,False,False,0.18079644132022435
4429,77,33,305,0.22,0.18694271798448847,False,False,0.13429298102915643
4430,2898,146,521,0.86,1.3633589118693346,True,True,0.8464158281205377
4431,4820,228,246,0.33,1.2107499340517103,False,False,0.2420927745602715
4432,1314,87,578,0.32,-0.3455306040527332,False,False,0.23779340710551988
4433,5924,274,68,0.13,,False,False,0.21176600510455584
4434,872,71,77,0.11,0.9122590505227969,False,False,0.25230059253687953
4435,3850,184,291,0.86,0.7467515048182988,True,True,0.7771906341821807
4436,5761,266,218,0.39,0.6237123751211814,False,False,0.202477094134625
4437,2965,149,49,0.21,,False,False,0.189834835681902
4438,3391,165,82,0.66,1.392445668646014,True,True,0.7546869009392273
4440,5900,272,323,0.22,0.35463150282423034,False,False,0.15138930354635344
4441,2635,137,86,0.68,,True,True,0.8404041181978825
4442,3530,171,290,0.89,1.2115316434333931,True,True,0.8237339677767186
4443,375,50,113,0.21,-0.2246167481595119,False,False,0.2399292488265838
4444,1908,110,120,0.61,-0.03882123680556114,True,True,0.7588553718856784
4445,4429,210,324,0.34,,False,False,0.13302370158217017
4446,5199,245,199,0.34,,False,False,0.24996697151791153
4447,5257,247,486,0.15,0.5424585144597461,False,False,0.25190051777805994
4448,4027,192,403,0.4,-0.1895459971086622,False,False,0.217795325698817
4449,1604,99,338,0.4,,False,False,0.19398177773749292
4450,1118,80,95,0.27,,False,False,0.14343688204808716
4452,3490,169,412,0.2,,False,False,0.23403280884019517
4454,2958,148,455,0.21,,False,False,0.1758641469268825
4455,1994,113,394,0.67,,True,True,0.8001605171489578
4456,5970,279,336,0.32,,False,False,0.26941658726123807
4457,5223,245,218,0.29,,False,False,0.22875868163812751
4458,2376,128,287,0.76,0.3821647850035832,True,True,0.8642326968728752
4459,1342,88,447,0.29,0.028797324347885934,False,False,0.20418040352440392
4460,320,47,203,0.16,,False,False,0.1404008482011186
4461,1619,100,56,0.77,-0.2982207617335921,True,True,0.8051461744407002
4462,3713,177,22,0.28,,False,False,0.18869808458639178
4463,2060,116,347,0.33,0.14629648630034958,False,False,0.16743943135868222
4466,260,45,208,0.38,1.091023437027143,False,False,0.18844034467708562
4467,5309,249,558,0.88,,True,True,0.7879354263802263
4468,2039,115,493,0.22,,False,False,0.15121526288559436
4469,4785,227,88,0.7,0.9457782015502035,True,True,0.7583418713671434
4471,3744,179,430,0.21,,False,False,0.2592693458992361
4472,2026,114,90,0.27,0.4556314330282368,False,True,0.7793342004280306
4473,4234,202,395,0.29,0.978853413236229,False,False,0.13996734737982164
4474,1917,110,526,0.14,,False,True,0.7326215732571079
4475,1828,108,493,0.24,,False,False,0.18345368561855194
4476,1573,98,267,0.8,,True,True,0.838837517909191
4477,4415,209,151,0.3,1.4006724588709922,False,False,0.25143110683272507
4478,4749,225,74,0.76,,True,True,0.8581273680177082
4479,5277,248,543,0.6,,True,True,0.7541967208446596
4480,4654,221,199,0.33,0.5702536137424539,False,False,0.15486393595603404
4481,4208,201,269,0.32,-0.035110706945648926,False,False,0.177063232423293
4483,224,44,56,0.1,0.016520003605454886,False,False,0.1766889277856812
4484,723,66,282,0.67,-0.022367073594363896,True,True,0.8406856868330835
4485,5398,252,585,0.37,0.73996689133937,False,False,0.1612246852755214
4486,1141,81,355,0.78,,True,True,0.8362571951308937
4487,2762,142,291,0.8,,True,True,0.8214821557068029
4488,846,70,493,0.24,,False,False,0.16026945308057455
4489,4289,204,163,0.25,0.21552331556817847,False,False,0.2274550580104125
4492,2928,147,330,0.38,,False,False,0.23220988577317964
4493,117,36,279,0.24,,False,False,0.2545266351186657
4494,645,63,560,0.14,0.15579039636023992,False,False,0.2106645210728513
4495,3,18,491,0.27,,False,False,0.16662562871807365
4496,4170,199,327,0.4,-0.2506525616228459,False,False,0.15315812713060484
4497,467,53,519,0.17,,False,False,0.2467606225855123
4499,919,73,396,0.4,-0.3771524113639763,False,False,0.1385924025304966
4501,4324,205,163,0.27,-0.3353188615578885,False,False,0.17935742447441064
4502,1063,78,412,0.19,,False,False,0.2188600623090522
4504,242,44,166,0.11,,False,False,0.17668524296873295
4506,1160,81,464,0.27,,False,False,0.1431512640159548
4507,2870,145,411,0.29,,False,False,0.13895541413996426
4508,3735,178,507,0.21,0.6319512450574785,False,True,0.8045905868828668
4509,2397,128,93,0.74,0.7347747204819818,True,True,0.8202951081979497
4510,3517,170,157,0.13,0.4017965447502474,False,False,0.13652254197311972
4511,3421,167,453,0.34,-0.278804158441332,False,False,0.17020726422236568
4513,1605,99,247,0.13,,False,False,0.14339863413280032
4515,2324,126,562,0.14,,False,False,0.22370586597712716
4516,2709,140,153,0.25,0.6112719619584189,False,False,0.19353533979971
4517,5283,248,542,0.64,0.06115153096777598,True,True,0.8521753929416641
4518,1312,87,571,0.34,,False,False,0.2429669436252573
4519,3448,167,471,0.35,-0.33493359118147065,False,False,0.2365525733896133
4520,3812,182,259,0.22,,False,False,0.14449778821335882
4521,5694,263,131,0.1,,False,False,0.18061222272511254
4522,2362,127,495,0.36,1.0522729977459628,False,False,0.15949147545943607
4523,1975,112,67,0.66,,True,True,0.7425226826807519
4524,3514,170,550,0.27,,False,False,0.20282276988256553
4525,1761,105,175,0.13,,False,False,0.2248565829707257
4526,2739,141,211,0.33,,False,False,0.250017998510173
4527,5607,261,104,0.33,,False,False,0.1302880586576138
4529,4007,191,103,0.37,,False,False,0.14952095315530872
4531,1493,95,320,0.13,0.8607380676255194,False,False,0.16740910789709285
4532,4206,201,215,0.38,-0.022815081410299535,False,False,0.17852534445238702
4533,2158,119,97,0.84,,True,True,0.8048515988151955
4534,1169,82,124,0.86,0.14706836121560415,True,True,0.7632867094424934
4535,5435,254,195,0.34,0.5400623856746154,False,False,0.26143170128870685
4536,232,44,388,0.4,0.0031171885843239737,False,False,0.22660630128789555
4537,66,31,512,0.19,,False,False,0.21069318614536142
4538,1603,99,518,0.72,,True,True,0.8404416532001023
4539,3283,161,521,0.8,-0.29221028502527513,True,True,0.8593979747180843
4540,3596,173,30,0.4,,False,False,0.15782670613026334
4541,4632,220,524,0.81,,True,True,0.8110002015730352
4542,125,37,275,0.19,,False,False,0.14036220771583244
4543,1296,86,504,0.33,,False,False,0.1617007186827959
4544,1976,112,403,0.19,,False,False,0.2313404501506439
4545,5436,254,363,0.24,0.34939507668103836,False,False,0.21139604015225527
4546,5977,280,243,0.3,,False,False,0.2476965973051829
4547,2075,117,52,0.16,,False,False,0.15222040799117312
4548,4580,217,278,0.31,,False,False,0.20268840860688667
4549,3086,153,235,0.33,,False,False,0.145538107825895
4550,5213,245,387,0.31,,False,False,0.18138608479012408
4551,3345,163,215,0.13,,False,False,0.13141738323922308
4552,5373,251,520,0.76,,True,True,0.8157395927117328
4553,2797,143,359,0.11,,False,False,0.17060703739351404
4554,918,73,235,0.21,,False,False,0.20130869052309744
4555,1646,101,362,0.62,,True,True,0.7318167369419478
4556,5122,240,295,0.35,1.302474606054667,False,False,0.17061397825235255
4557,5126,240,456,0.15,0.2185878839964863,False,False,0.23559977143879618
4558,4978,235,569,0.4,,False,True,0.777525854949462
4559,4621,219,376,0.3,,False,False,0.24171946275314793
4560,364,49,313,0.23,,False,False,0.2656101759815049
4561,3287,161,474,0.36,,False,False,0.2603082757916277
4562,2125,118,424,0.1,,False,False,0.26370139728247083
4563,4123,197,455,0.36,,False,False,0.14944275419300707
4564,4569,216,481,0.4,,False,False,0.19091738493849755
4565,525,56,123,0.36,,False,False,0.16756280704130477
4566,4821,228,129,0.34,,False,False,0.14030936601181843
4567,55,29,473,0.16,,False,False,0.143705574062946
4568,638,63,268,0.86,,True,True,0.8636228461313505
4569,302,47,163,0.15,0.1271346764209708,False,False,0.21027269655064695
4571,1276,85,139,0.73,-0.12961467821327882,True,True,0.7895158262088927
4572,4720,224,412,0.3,,False,False,0.23556500278923392
4573,2055,116,301,0.28,0.24434507470772046,False,False,0.2336471891349933
4574,5145,241,348,0.27,0.13829513928710588,False,False,0.20005755585789559
4575,4432,210,270,0.2,0.5636154609842058,False,False,0.18323041012423627
4576,3644,175,432,0.35,,False,False,0.16858683898371668
4577,4143,198,26,0.29,-0.05994020595019933,False,False,0.16072966708011127
4578,2878,146,159,0.29,0.805831499879181,False,False,0.19181404117753142
4579,4202,201,519,0.64,,True,True,0.8612086287995704
4580,5175,243,389,0.38,,False,False,0.14650266532477058
4581,2286,124,129,0.23,,False,False,0.17258147840919802
4582,2261,123,513,0.81,,True,True,0.803418726584339
4583,2296,125,317,0.18,,False,False,0.1847596829902276
4584,1753,105,575,0.18,,False,False,0.16294343592935018
4585,1968,112,435,0.18,,False,False,0.1937266836380405
4586,5219,245,156,0.12,-0.028905676471374982,False,False,0.23059989743028222
4587,3117,154,146,0.35,-0.009192427975765137,False,False,0.1547777652942588
4588,2393,128,196,0.39,0.7435797896970304,False,False,0.21641019695733038
4589,523,56,46,0.1,,False,False,0.17022775583187932
4590,3900,186,559,0.19,-0.3698126981671707,False,False,0.20408290181708366
4591,5612,261,418,0.34,,False,False,0.13422176327770519
4592,4699,223,512,0.81,,True,True,0.7804986990941188
4593,5433,253,309,0.18,1.1883770063855141,False,False,0.19558117427790928
4594,3122,154,497,0.13,-0.05351980217127852,False,False,0.19253596892700303
4595,4156,199,337,0.31,,False,False,0.15534470216857255
4596,1969,112,395,0.86,,True,True,0.7545055417658397
4597,671,64,566,0.31,1.2313041691706261,False,False,0.15874726183204524
4598,4188,200,217,0.15,,False,False,0.20540751943192798
4599,666,64,423,0.22,0.6373170836628181,False,False,0.15617075113333806
4600,5205,245,403,0.36,-0.03412994015770062,False,False,0.22683242862388292
4602,3266,161,287,0.72,,True,True,0.8339776492779294
4603,280,46,414,0.24,1.1663745145259632,False,False,0.14713927434329463
4604,1719,104,362,0.73,,True,True,0.8200755003018166
4605,2947,148,237,0.21,,False,False,0.267394498833998
4606,4455,211,211,0.13,,False,False,0.19904228052005057
4607,899,72,494,0.35,,False,False,0.1902286628258245
4608,5838,269,586,0.16,,False,False,0.19358919485311027
4609,760,67,564,0.21,,False,False,0.1991339533029549
4610,1906,110,109,0.89,,True,True,0.8688292348408576
4611,4042,192,372,0.15,,False,False,0.25511200983671667
4612,3823,182,278,0.34,,False,True,0.7745455089480263
4613,4138,198,341,0.1,,False,False,0.23446947202392837
4614,3818,182,162,0.37,,False,False,0.24166979917193815
4615,4300,204,271,0.14,0.18983414367119666,False,False,0.2461067936058924
4617,4164,199,359,0.23,,False,False,0.24671158359477602
4618,3031,151,473,0.15,0.02304052937694292,False,False,0.2373933277257642
4619,3579,173,557,0.21,,False,False,0.20375948012185996
4620,2832,144,452,0.29,-0.32352972222567655,False,False,0.23857430443558128
4621,3472,169,82,0.2,-0.3549644784860852,False,True,0.8068964461937365
4622,137,38,514,0.14,0.23688947928948997,False,False,0.2135902462379159
4623,4892,231,210,0.16,,False,False,0.25308302703620505
4625,2128,118,412,0.24,,False,False,0.23373950882390115
4626,3177,156,513,0.61,,True,True,0.8485781262244544
4627,4854,229,453,0.15,0.353727252241908,False,False,0.14844950138266855
4628,4637,220,189,0.39,0.0867859105100478,False,False,0.2455092183288764
4629,5115,239,322,0.17,0.11833049607547082,False,False,0.18016928913125158
4630,5240,246,341,0.39,0.6735140437108336,False,False,0.23475075533002937
4631,4261,203,180,0.19,0.5400707939006453,False,False,0.19038505254078136
4632,4344,206,292,0.15,,False,False,0.25559387361287333
4633,1331,87,274,0.32,,False,True,0.8023818868742787
4634,2017,114,427,0.24,1.0390954230002554,False,False,0.14286836372403738
4635,4542,215,255,0.17,0.3366426844786128,False,False,0.24134084894056182
4637,1358,88,352,0.21,0.03584480699500203,False,True,0.7693465417440344
4638,1329,87,137,0.7,,True,True,0.7788877443664887
4639,5933,275,544,0.36,,False,False,0.21610572872246792
4640,2150,119,357,0.31,-0.07858523321566104,False,False,0.2517208685711219
4641,4530,214,416,0.18,0.2862767391908663,False,False,0.242575146931299
4642,2122,118,169,0.25,,False,False,0.19478307701691916
4643,4673,222,79,0.74,,True,True,0.8048623689567237
4644,3981,190,86,0.67,0.7819212737444509,True,True,0.8000037147284453
4645,1252,84,55,0.67,0.6372082268928467,True,True,0.8348358841485204
4646,3278,161,457,0.2,,False,False,0.22649195045151133
4647,3374,164,270,0.87,0.7476567180236359,True,True,0.7387635535937015
4648,2814,143,321,0.23,,False,False,0.17283743226478437
4649,4719,224,397,0.17,,False,False,0.2441298342888229
4650,1848,108,119,0.78,1.2624104419281097,True,True,0.7865627400710898
4651,4858,230,584,0.24,-0.35279551670372045,False,False,0.14609438976119238
4652,3037,151,87,0.65,0.17760454361802613,True,True,0.7811850522734678
4653,388,50,501,0.37,,False,False,0.1384843927992485
4654,235,44,370,0.29,0.01560793342647695,False,False,0.24424412904423365
4655,1077,78,351,0.61,0.5553928787357713,True,True,0.860625563838706
4656,1984,113,45,0.29,-0.06358846720044607,False,False,0.1394980319867553
4657,4363,206,403,0.22,,False,False,0.18667708153982654
4658,3962,189,543,0.3,,False,False,0.16908434695899055
4659,770,67,131,0.21,,False,False,0.19868397200924018
4661,4533,214,459,0.36,0.4157099380009683,False,False,0.20499361017762116
4662,673,64,174,0.13,0.6941515216113593,False,False,0.1761396070914591
4663,249,45,185,0.23,,False,False,0.15025860900680993
4664,1574,98,148,0.27,,False,False,0.13435756768917095
4665,3419,166,463,0.19,0.1586859750903564,False,False,0.13143424195293954
4666,2081,117,558,0.34,,False,False,0.13627388545669641
4667,1823,108,525,0.34,,False,True,0.8130679076225515
4668,5570,259,351,0.17,1.258561046009219,False,False,0.19063934671436528
4669,5760,266,419,0.16,0.588508601140618,False,False,0.21599177737252057
4670,4544,215,35,0.35,0.27121718317332744,False,False,0.23935901003579999
4671,716,65,146,0.87,0.7890857669496747,True,True,0.8206336524753877
4672,5364,250,506,0.13,,False,True,0.8434427682481732
4673,5619,261,92,0.39,,False,False,0.1570830731569178
4674,2048,116,287,0.79,,True,True,0.7336341775064933
4675,5264,248,519,0.86,,True,True,0.7816672184306692
4676,4178,200,552,0.15,,False,False,0.19146084310806302
4677,4809,228,561,0.16,0.8416552814714608,False,False,0.22823486227617157
4678,2724,140,405,0.34,0.1211130519280039,False,False,0.15291787698477355
4680,1460,93,104,0.34,,False,True,0.7832805098599428
4682,2756,141,92,0.8,,True,True,0.8457079797268898
4683,2000,113,108,0.78,-0.0512700358438544,True,True,0.8293120485770528
4684,4571,216,461,0.22,0.06802175623334876,False,False,0.1963500855223019
4685,4613,219,86,0.37,,False,True,0.7340637325915553
4686,404,50,378,0.12,-0.1364431626565229,False,False,0.23497138118510066
